"artist","artistIds","asciiName","attractionLights","availability","boosterTypes","borderColor","cardParts","colorIdentity","colorIndicator","colors","defense","duelDeck","edhrecRank","edhrecSaltiness","faceConvertedManaCost","faceFlavorName","faceManaValue","faceName","finishes","flavorName","flavorText","frameEffects","frameVersion","hand","hasAlternativeDeckLimit","hasContentWarning","hasFoil","hasNonFoil","isAlternative","isFullArt","isFunny","isOnlineOnly","isOversized","isPromo","isRebalanced","isReprint","isReserved","isStarter","isStorySpotlight","isTextless","isTimeshifted","keywords","language","layout","leadershipSkills","life","loyalty","manaCost","manaValue","name","number","originalPrintings","originalReleaseDate","originalText","originalType","otherFaceIds","power","printings","promoTypes","rarity","rebalancedPrintings","relatedCards","securityStamp","setCode","side","signature","subsets","subtypes","supertypes","text","toughness","type","types","uuid","variations","watermark","GreenMana","BlackMana","BlueMana","WhiteMana","RedMana","GreenBlackMana","GreenBlueMana","GreenWhiteMana","GreenRedMana","BlackBlueMana","BlackWhiteMana","BlackRedMana","BlueWhiteMana","BlueRedMana","WhiteRedMana","GreenPhyrexian","BlackPhyrexian","BluePhyrexian","WhitePhyrexian","RedPhyrexian","GreenWhitePhyrexian","GreenRedPhyrexian","WhiteRedPhyrexian","GreenTwo","BlackTwo","BlueTwo","WhiteTwo","RedTwo","ColourlessMana","ManaDiscrep"
"Chuck Lukacs","2bdf4da7-c66c-4c46-a253-284c856ccfab","","","paper","default","borderless","","","","",NA,"",NA,NA,NA,"",NA,"","nonfoil, foil","","","","2015",NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","English","normal","",NA,"","",0,"Inflation Station","190","","","Whenever you crank Inflation Station, target creature gets +3/+3 until end of turn.","Artifact — Contraption","","","UST","","common","","","","UST","","","","Contraption","","Whenever you crank Inflation Station, target creature gets +3/+3 until end of turn.","","Artifact — Contraption","Artifact","d63ddb6f-51e2-5255-b84a-9bc827f972ac","","crossbreedlabs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Brandon Kitkouski","0330b5e8-2cf0-4ecb-8fd7-e20a18bdeb20","","","mtgo, paper","default","black","","U","","U",NA,"",13298,0.05,NA,"",NA,"","nonfoil, foil","","""In secrecy is strength. None can oppose one who cannot be found.""\n—Szadek","","2003",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Enchant","English","normal","",NA,"","{2}{U}",3,"Infiltrator's Magemark","28","","","Enchant creature\nCreatures you control that are enchanted get +1/+1 and can't be blocked except by creatures with defender.","Enchantment - Aura","","","GPT, PSAL","","common","","","","GPT","","","","Aura","","Enchant creature\nCreatures you control that are enchanted get +1/+1 and can't be blocked except by creatures with defender.","","Enchantment — Aura","Enchantment","daedfc74-ddee-5044-b0b9-c7ff24fa6a95","","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"Jason Kang","064b9176-e325-44f6-a413-2cadb7505851","","","mtgo, paper","default","black","","G","","",NA,"",13276,NA,NA,"",NA,"","nonfoil, foil","","","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{1}",1,"Implement of Ferocity","157","","","{G}, Sacrifice Implement of Ferocity: Put a +1/+1 counter on target creature. Activate this ability only any time you could cast a sorcery.\nWhen Implement of Ferocity is put into a graveyard from the battlefield, draw a card.","Artifact","","","AER","","common","","","","AER","","","","","","{G}, Sacrifice Implement of Ferocity: Put a +1/+1 counter on target creature. Activate only as a sorcery.\nWhen Implement of Ferocity is put into a graveyard from the battlefield, draw a card.","","Artifact","Artifact","9387d36e-26ab-5866-a5ab-91df5290f2ff","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"Eric Deschamps","37970e22-9cee-44c1-af44-5ee27cf26b76","","","mtgo, paper","","black","","","","",NA,"",2568,0.29,NA,"",NA,"","nonfoil","","","","2015",NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,"Infect","English","normal","",NA,"","{2}",2,"Ichorclaw Myr","133","","","Infect (This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.)\nWhenever Ichorclaw Myr becomes blocked, it gets +2/+2 until end of turn.","Artifact Creature — Phyrexian Myr","","1","ONC, SOM","","common","","","","ONC","","","","Phyrexian, Myr","","Infect (This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.)\nWhenever Ichorclaw Myr becomes blocked, it gets +2/+2 until end of turn.","1","Artifact Creature — Phyrexian Myr","Artifact, Creature","df32e983-f1db-511c-a06b-72a7a23c3a71","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"Sam Wolfe Connelly","e839afac-338b-47fe-a356-04753f69d507","","","arena, mtgo, paper","default","black","","U","","U",NA,"",17334,NA,NA,"",NA,"","nonfoil, foil","","""I've isolated the chirality of the glistening oil, so there will be no wasted precursors.""","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{1}{U}",2,"Ichor Synthesizer","55","","","Whenever you cast a noncreature spell, put an oil counter on Ichor Synthesizer.\nAs long as Ichor Synthesizer has four or more oil counters on it, it gets +2/+0 and can't be blocked.","Creature — Phyrexian Wizard","","1","ONE","","common","","","","ONE","","","","Phyrexian, Wizard","","Whenever you cast a noncreature spell, put an oil counter on Ichor Synthesizer.\nAs long as Ichor Synthesizer has four or more oil counters on it, it gets +2/+0 and can't be blocked.","3","Creature — Phyrexian Wizard","Creature","8959a8a8-7e7f-528b-9bfa-bb4fb81a0237","","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"Andrey Kuzinskiy","c04ff0b2-67a1-4238-82f7-6c67de734b56","","","arena, mtgo, paper","default","black","","G","","G",NA,"",11913,0.1,NA,"",NA,"","nonfoil, foil","","A troll's greatest weapon is its ability to emerge unexpectedly from the landscape.","snow","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{2}{G}",3,"Icehide Troll","176","","","{S}{S}: Icehide Troll gets +2/+0 and gains indestructible until end of turn. Tap it. (Damage and effects that say ""destroy"" don't destroy it. {S} can be paid with one mana from a snow source.)","Snow Creature — Troll Warrior","","2","KHM","","common","","","","KHM","","","","Troll, Warrior","Snow","{S}{S}: Icehide Troll gets +2/+0 and gains indestructible until end of turn. Tap it. (Damage and effects that say ""destroy"" don't destroy it. {S} can be paid with one mana from a snow source.)","3","Snow Creature — Troll Warrior","Creature","0c42baf0-07ca-5275-837b-19a8b872495f","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"Johann Bodin","d92e2dd9-9ef6-43f6-81f8-df87f9066983","","","paper","default","black","","G","","G",NA,"",12862,NA,NA,"",NA,"","nonfoil","","The hunt ends. Lunch begins.","","2015",NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{3}{G}",4,"Hunter's Edge","675","","","Put a +1/+1 counter on target creature you control. Then that creature deals damage equal to its power to target creature you don't control.","Sorcery","","","J22, M21","","common","","","","J22","","","","","","Put a +1/+1 counter on target creature you control. Then that creature deals damage equal to its power to target creature you don't control.","","Sorcery","Sorcery","39d5df03-bd5a-546e-9492-3702d496663f","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA
"Lars Grant-West","21ed6499-c4d3-4965-ab02-6c7228275bec","","","mtgo, paper","default","black","","G","","G",NA,"",12174,NA,NA,"",NA,"","nonfoil, foil","","Dragons scorn the weak, even among their own kind.","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Fight","English","normal","",NA,"","{3}{G}",4,"Hunt the Weak","133","","","Put a +1/+1 counter on target creature you control. Then that creature fights target creature you don't control. (Each deals damage equal to its power to the other.)","Sorcery","","","FRF, IMA, KLD, KLR, M14, M15, MB1, RIX","","common","","","","FRF","","","","","","Put a +1/+1 counter on target creature you control. Then that creature fights target creature you don't control. (Each deals damage equal to its power to the other.)","","Sorcery","Sorcery","52a2b10e-3d40-587a-ad9e-af2183914bc7","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA
"Drew Tucker","22eef389-7b21-4dda-95dc-4c9a0f1bf4dd","","","mtgo, paper","default","black","","G","","G",NA,"",19687,NA,NA,"",NA,"","nonfoil, foil","","If a spriggan's eyes are larger than its stomach, it has ways to remedy the situation.","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Trample","English","normal","",NA,"","{2}{G}",3,"Hungry Spriggan","129","","","Trample\nWhenever Hungry Spriggan attacks, it gets +3/+3 until end of turn.","Creature — Goblin Warrior","","1","MM3, SHM","","common","","","","MM3","","","","Goblin, Warrior","","Trample\nWhenever Hungry Spriggan attacks, it gets +3/+3 until end of turn.","1","Creature — Goblin Warrior","Creature","f8ba7677-fe60-566a-9fe4-7b02c1c08bd4","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"Nils Hamm","c540d1fc-1500-457f-93cf-d6069ee66546","","","paper","default","black","","G","","G",NA,"",12432,NA,NA,"",NA,"","nonfoil, foil","","""Werewolves are an unholy mix of a predator's instinct and a human's hatred.""\n—Alena, trapper of Kessig","","2003",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Morbid","English","normal","",NA,"","{G}",1,"Hunger of the Howlpack","168","","","Put a +1/+1 counter on target creature.\nMorbid — Put three +1/+1 counters on that creature instead if a creature died this turn.","Instant","","","CNS, DKA, J22","","common","","","","CNS","","","","","","Put a +1/+1 counter on target creature.\nMorbid — Put three +1/+1 counters on that creature instead if a creature died this turn.","","Instant","Instant","f381f8f5-11e0-5e91-977e-cecfc5f39ee6","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Josu Hernaiz","74246024-92b4-43d0-a5af-a3f9f2a35d5f","","","mtgo, paper","default","black","","G","","G",NA,"",10106,0.01,NA,"",NA,"","nonfoil, foil","","","inverted","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Enchant, Flash","English","normal","",NA,"","{2}{G}",3,"Howl of the Hunt","188","","","","","","","DBL, J22, MID","","common","","","","DBL","","","","Aura","","Flash\nEnchant creature\nWhen Howl of the Hunt enters the battlefield, if enchanted creature is a Wolf or Werewolf, untap that creature.\nEnchanted creature gets +2/+2 and has vigilance.","","Enchantment — Aura","Enchantment","8ae581b2-76aa-5573-9259-a1116e1eb22a","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"Martina Pilcerova","30fead7c-da53-4c1b-b514-4be6e5ce487c","","","mtgo, paper","default","black","","G","","",NA,"",14868,0.05,NA,"",NA,"","nonfoil, foil","","","","2003",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Equip","English","normal","",NA,"","{2}",2,"Horned Helm","132","","","Equipped creature gets +1/+1 and has trample.\n{G}{G}: Attach Horned Helm to target creature you control.\nEquip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)","Artifact - Equipment","","","5DN, PLIST","","common","","","","5DN","","","","Equipment","","Equipped creature gets +1/+1 and has trample.\n{G}{G}: Attach Horned Helm to target creature you control.\nEquip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)","","Artifact — Equipment","Artifact","e77a965b-3b00-5b91-89fd-77a22faec274","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"Joshua Hagler","9e32ed26-8918-4bd1-bb86-03eae263fe90","","","mtgo, paper","default","black","","","","",NA,"",14231,0.18,NA,"",NA,"","nonfoil, foil","","It hunts with the memory of a long lost herd.","","2003",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{3}",3,"Hoof Skulkin","169","","","{3}: Target green creature gets +1/+1 until end of turn.","Artifact Creature - Scarecrow","","2","EVE","","common","","","","EVE","","","","Scarecrow","","{3}: Target green creature gets +1/+1 until end of turn.","2","Artifact Creature — Scarecrow","Artifact, Creature","839e9b19-8728-5a74-bf89-3547ef349318","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA
"Daarken","e607a0d4-fc12-4c01-9e3f-501f5269b9cb","","","mtgo, paper","default","black","","G","","G",NA,"",21579,0.25,NA,"",NA,"","nonfoil, foil","","Nagas wielding twin daggers excel at the fighting technique known as the Bite of Rhonas.","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Exert","English","normal","",NA,"","{2}{G}",3,"Hooded Brawler","173","","","You may exert Hooded Brawler as it attacks. When you do, it gets +2/+2 until end of turn. (An exerted creature won't untap during your next untap step.)","Creature - Naga Warrior","","3","AKH, AKR, MB1","","common","","","","AKH","","","","Naga, Warrior","","You may exert Hooded Brawler as it attacks. When you do, it gets +2/+2 until end of turn. (An exerted creature won't untap during your next untap step.)","2","Creature — Naga Warrior","Creature","65e636c7-1ccb-5de8-88e9-b043e8c0dff7","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"Aaron Miller","fc021f3d-773a-4706-bbe7-f602324f511f","","","mtgo, paper","default","black","","","","",NA,"",14210,NA,NA,"",NA,"","nonfoil, foil","","Blades and bravery go hand in hand.","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Equip","English","normal","",NA,"","{1}",1,"Honed Khopesh","230","","","Equipped creature gets +1/+1.\nEquip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)","Artifact - Equipment","","","AKH","","common","","","","AKH","","","","Equipment","","Equipped creature gets +1/+1.\nEquip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)","","Artifact — Equipment","Artifact","d5bd7921-052c-5b78-81b1-946ea354c0d3","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"Quinton Hoover","1a2db619-92a5-431a-822b-101cdcc5bd5d","","","paper","default","black","","U","","U",NA,"",22667,0.56,NA,"",NA,"","nonfoil","","","","1993",NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{2}{U}",3,"Homarid","19a","","","Put a tide counter on Homarid when it is brought into play and during your upkeep. If there is one tide counter on Homarid, it gets -1/-1. If there are three tide counters on Homarid, it gets +1/+1. When there are four tide counters on Homarid, remove them all.","Summon - Homarid","","2","FEM","","common","","","","FEM","","","","Homarid","","Homarid enters the battlefield with a tide counter on it.\nAt the beginning of your upkeep, put a tide counter on Homarid.\nAs long as there is exactly one tide counter on Homarid, it gets -1/-1.\nAs long as there are exactly three tide counters on Homarid, it gets +1/+1.\nWhenever there are four or more tide counters on Homarid, remove all tide counters from it.","2","Creature — Homarid","Creature","33af6fd5-8db0-5680-8e52-80441a020d19","4f0a2c3c-9d62-5f07-bca5-9a7a596e73ee, 1eb9af4b-b2be-53ee-ad1e-b39e26c15910, 3f288583-e627-5f24-ad59-7a635f97e76e","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"Anna Steinbauer","3516496c-c279-4b56-8239-720683d03ae0","","","mtgo, paper","default","black","","G","","G",NA,"",17041,NA,NA,"",NA,"","nonfoil, foil","","""If nothing else, the Inventors' Fair taught us that we're only beginning to discover aether's true potential.""\n—Kershan Danil, Highspire artisan","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{1}{G}",2,"Highspire Infusion","111","","","Target creature gets +3/+3 until end of turn. You get {E}{E} (two energy counters).","Instant","","","AER, KLR","","common","","","","AER","","","","","","Target creature gets +3/+3 until end of turn. You get {E}{E} (two energy counters).","","Instant","Instant","c5c5eca4-0078-57aa-b0ab-cf4a99558bcf","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"Anna Steinbauer","3516496c-c279-4b56-8239-720683d03ae0","","","mtgo, paper","default","black","","G","","G",NA,"",20315,NA,NA,"",NA,"","nonfoil, foil","","","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fabricate, Reach","English","normal","",NA,"","{2}{G}",3,"Highspire Artisan","157","","","Reach (This creature can block creatures with flying.)\nFabricate 1 (When this creature enters the battlefield, put a +1/+1 counter on it or create a 1/1 colorless Servo artifact creature token.)","Creature — Elf Artificer","","0","KLD, KLR","","common","","","","KLD","","","","Elf, Artificer","","Reach (This creature can block creatures with flying.)\nFabricate 1 (When this creature enters the battlefield, put a +1/+1 counter on it or create a 1/1 colorless Servo artifact creature token.)","3","Creature — Elf Artificer","Creature","2286d559-3d0b-5780-84c0-3cf7a6b4994d","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"Randy Vargas","d20672ca-0555-4238-a984-fd171d36b247","","","arena, mtgo, paper","default","black","","G","","G",NA,"",17229,0.03,NA,"",NA,"","nonfoil, foil","","Slicing girders, rescuing trapped workers, killing gigantic rust flies—one tool does it all!","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reach","English","normal","",NA,"","{2}{G}",3,"High-Rise Sawjack","150","","","Reach\nWhenever High-Rise Sawjack blocks a creature with flying, High-Rise Sawjack gets +2/+0 until end of turn.","Creature — Elf Citizen","","2","SNC","","common","cbd8bd62-cc9b-5da9-afd9-ea52adadbe18","","","SNC","","","","Elf, Citizen","","Reach\nWhenever High-Rise Sawjack blocks a creature with flying, High-Rise Sawjack gets +2/+0 until end of turn.","3","Creature — Elf Citizen","Creature","5f87fd59-b2ec-5c5c-b222-14c347957f6c","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"Daren Bader","7da1a585-c875-45e4-b322-5da9e8e1f651","","","paper","","white","","G","","G",NA,"",23831,NA,NA,"",NA,"","nonfoil","","","","2003",NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"","Spanish","normal","",NA,"","{3}{G}",4,"Herd Gnarr","J17","","","","","","2","PSAL, TSP","mediainsert","common","","","","PSAL","","","","Beast","","Whenever another creature enters the battlefield under your control, Herd Gnarr gets +2/+2 until end of turn.","2","Creature — Beast","Creature","28afc4be-0bcd-515c-9334-5d5e5f7cf5be","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA
"Titus Lunter","b11e6b3a-f4ca-4cf1-8fd7-475696de5f5c","","","arena, mtgo, paper","default","black","","","","",NA,"",18877,NA,NA,"",NA,"","nonfoil, foil","","Everything that inhabits Garenbrig is affected by the wild magic flowing through the Great Henge.","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Adamant","English","normal","",NA,"","{3}",3,"Henge Walker","221","","","Adamant — If at least three mana of the same color was spent to cast this spell, Henge Walker enters the battlefield with a +1/+1 counter on it.","Artifact Creature — Golem","","2","ELD","","common","","","","ELD","","","","Golem","","Adamant — If at least three mana of the same color was spent to cast this spell, Henge Walker enters the battlefield with a +1/+1 counter on it.","2","Artifact Creature — Golem","Artifact, Creature","15683485-77f7-5c6f-b94d-93dab47a662b","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA
"Hideaki Takamura","49b6270b-1b28-4e03-b503-522f97dc3a78","","","mtgo, paper","default","black","","U","","U",NA,"",17439,NA,NA,"",NA,"","nonfoil, foil","","","","2003",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Graft","English","normal","",NA,"","{4}{U}",5,"Helium Squirter","26","","","Graft 3 (This creature comes into play with three +1/+1 counters on it. Whenever another creature comes into play, you may move a +1/+1 counter from this creature onto it.)\n{1}: Target creature with a +1/+1 counter on it gains flying until end of turn.","Creature - Beast Mutant","","0","DIS, MM2","","common","","","","DIS","","","","Beast, Mutant","","Graft 3 (This creature enters the battlefield with three +1/+1 counters on it. Whenever another creature enters the battlefield, you may move a +1/+1 counter from this creature onto it.)\n{1}: Target creature with a +1/+1 counter on it gains flying until end of turn.","0","Creature — Beast Mutant","Creature","dcc5fe9b-d008-5f8c-b7fb-babaffba1484","","simic",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NA
"James Ryman","3852bbc9-11c0-4fe3-8722-a06ad7e2bcc5","","","mtgo, paper","default","black","","U","","U",NA,"",22666,NA,NA,"",NA,"","nonfoil, foil","","""The God-Pharaoh created the Hekma to protect us from the horrors beyond and to surround us in his love.""","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{2}{U}",3,"Hekma Sentinels","56","","","Whenever you cycle or discard a card, Hekma Sentinels gets +1/+1 until end of turn.","Creature - Human Cleric","","2","AKH, AKR","","common","","","","AKH","","","","Human, Cleric","","Whenever you cycle or discard a card, Hekma Sentinels gets +1/+1 until end of turn.","3","Creature — Human Cleric","Creature","eae49f2f-7d5a-570c-b461-e71224683997","","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
